"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
csri_1_5m,csri,,text,Homeopath/herbalist,,,,,,,"([csri_1_2m]=0 or [csri_1_2m]="""") and ([csri_1_3m]=0 or [csri_1_3m]="""") and [csri_1_1m]=""1""",,,,,,
csri_1_5n,csri,,text,"occupational therapist",,,,,,,"([csri_1_2n]=0 or [csri_1_2n]="""") and ([csri_1_3n]=0 or [csri_1_3n]="""") and [csri_1_1n]=""1""",,,,,,
csri_1_5o,csri,,text,"other care providers",,,,,,,"([csri_1_2o]=0 or [csri_1_2o]="""") and ([csri_1_3o]=0 or [csri_1_3o]="""") and [csri_1_1o]=""1""",,,,,,
csri_1_2a,csri,"1. What are the number of DEPRESSION related contacts in last 6 months, you had with (a):",text,"general practitioner (GP)",,,integer,,,,"[csri_1_1a]=""1""",,,,,,
csri_1_2b,csri,,text,neurologist,,,integer,,,,"[csri_1_1b]=""1""",,,,,,
csri_1_2c,csri,,text,psychiatrist,,,integer,,,,"[csri_1_1c]=""1""",,,,,,
csri_1_2d,csri,,text,"another doctor",,,integer,,,,"[csri_1_1d]=""1""",,,,,,
csri_1_2e,csri,,text,"practice nurse",,,integer,,,,"[csri_1_1e]=""1""",,,,,,
csri_1_2f,csri,,text,pharmacist,,,integer,,,,"[csri_1_1f]=""1""",,,,,,
csri_1_2g,csri,,text,psychologist/therapist,,,integer,,,,"[csri_1_1g]=""1""",,,,,,
csri_1_2h,csri,,text,physiotherapist,,,integer,,,,"[csri_1_1h]=""1""",,,,,,
csri_1_2i,csri,,text,"social worker",,,integer,,,,"[csri_1_1i]=""1""",,,,,,
csri_1_2j,csri,,text,"community mental health worker",,,integer,,,,"[csri_1_1j]=""1""",,,,,,
csri_1_2k,csri,,text,acupuncturist,,,integer,,,,"[csri_1_1k]=""1""",,,,,,
csri_1_2l,csri,,text,osteopath,,,integer,,,,"[csri_1_1l]=""1""",,,,,,
csri_1_2m,csri,,text,homeopath/herbalist,,,integer,,,,"[csri_1_1m]=""1""",,,,,,
csri_1_2n,csri,,text,"occupational therapist",,,integer,,,,"[csri_1_1n]=""1""",,,,,,
csri_1_2o,csri,,text,"other care providers.",,,integer,,,,"[csri_1_1o]=""1""",,,,,,
csri_1_3a,csri,"1. What are the number of NON-DEPRESSION/NON MULTIPLE SCLEROSIS related contacts in last 6 months, you had with (a):",text,"general practitioner (GP)",,,integer,,,,"([csri_1_2a]=0 or [csri_1_2a]="""") and [csri_1_1a]=""1""",,,,,,
csri_1_3b,csri,,text,neurologist,,,integer,,,,"([csri_1_2b]=0 or [csri_1_2b]="""") and [csri_1_1b]=""1""",,,,,,
csri_1_3c,csri,,text,psychiatrist,,,integer,,,,"([csri_1_2c]=0 or [csri_1_2c]="""") and [csri_1_1c]=""1""",,,,,,
csri_1_3d,csri,,text,"another doctor",,,integer,,,,"([csri_1_2d]=0 or [csri_1_2d]="""") and [csri_1_1d]=""1""",,,,,,
csri_1_3e,csri,,text,"practice nurse",,,integer,,,,"([csri_1_2e]=0 or [csri_1_2e]="""") and [csri_1_1e]=""1""",,,,,,
csri_1_3f,csri,,text,pharmacist,,,integer,,,,"([csri_1_2f]=0 or [csri_1_2f]="""") and [csri_1_1f]=""1""",,,,,,
csri_1_3g,csri,,text,psychologist/therapist,,,integer,,,,"([csri_1_2g]=0 or [csri_1_2g]="""") and [csri_1_1g]=""1""",,,,,,
csri_1_3h,csri,,text,physiotherapist,,,integer,,,,"([csri_1_2h]=0 or [csri_1_2h]="""") and [csri_1_1h]=""1""",,,,,,
csri_1_3i,csri,,text,"social worker",,,integer,,,,"([csri_1_2i]=0 or [csri_1_2i]="""") and [csri_1_1i]=""1""",,,,,,
csri_1_3j,csri,,text,"community mental health worker",,,integer,,,,"([csri_1_2j]=0 or [csri_1_2j]="""") and [csri_1_1j]=""1""",,,,,,
csri_1_3k,csri,,text,acupuncturist,,,integer,,,,"([csri_1_2k]=0 or [csri_1_2k]="""") and [csri_1_1k]=""1""",,,,,,
csri_1_3l,csri,,text,osteopath,,,integer,,,,"([csri_1_2l]=0 or [csri_1_2l]="""") and [csri_1_1l]=""1""",,,,,,
csri_1_3m,csri,,text,homeopath/herbalist,,,integer,,,,"([csri_1_2m]=0 or [csri_1_2m]="""") and [csri_1_1m]=""1""",,,,,,
csri_1_3n,csri,,text,"occupational therapist",,,integer,,,,"([csri_1_2n]=0 or [csri_1_2n]="""") and [csri_1_1n]=""1""",,,,,,
csri_1_3o,csri,,text,"other care providers.",,,integer,,,,"([csri_1_2o]=0 or [csri_1_2o]="""") and [csri_1_1o]=""1""",,,,,,
csri_1_4a,csri,"1. What was the average length of your contact (in minutes) with (a):",text,"general practitioner (GP)",,,integer,,,,"([csri_1_2a]>0 or [csri_1_3a]>0 or [csri_1_5a]>0) and [csri_1_1a]=""1""",,,,,,
csri_1_4b,csri,,text,neurologist,,,integer,,,,"([csri_1_2b]>0 or [csri_1_3b]>0 or [csri_1_5b]>0) and [csri_1_1b]=""1""",,,,,,
csri_1_4c,csri,,text,psychiatrist,,,integer,,,,"([csri_1_2c]>0 or [csri_1_3c]>0 or [csri_1_5c]>0) and [csri_1_1c]=""1""",,,,,,
csri_1_4d,csri,,text,"another doctor",,,integer,,,,"([csri_1_2d]>0 or [csri_1_3d]>0 or [csri_1_5d]>0) and [csri_1_1d]=""1""",,,,,,
csri_1_4e,csri,,text,"practice nurse",,,integer,,,,"([csri_1_2e]>0 or [csri_1_3e]>0 or [csri_1_5e]>0) and [csri_1_1e]=""1""",,,,,,
csri_1_4f,csri,,text,pharmacist,,,integer,,,,"([csri_1_2f]>0 or [csri_1_3f]>0 or [csri_1_5f]>0) and [csri_1_1f]=""1""",,,,,,
csri_1_4g,csri,,text,psychologist/therapist,,,integer,,,,"([csri_1_2g]>0 or [csri_1_3g]>0 or [csri_1_5g]>0) and [csri_1_1g]=""1""",,,,,,
csri_1_4h,csri,,text,physiotherapist,,,integer,,,,"([csri_1_2h]>0 or [csri_1_3h]>0 or [csri_1_5h]>0) and [csri_1_1h]=""1""",,,,,,
csri_1_4i,csri,,text,"social worker",,,integer,,,,"([csri_1_2i]>0 or [csri_1_3i]>0 or [csri_1_5i]>0) and [csri_1_1i]=""1""",,,,,,
csri_1_4j,csri,,text,"community mental health worker",,,integer,,,,"([csri_1_2j]>0 or [csri_1_3j]>0 or [csri_1_5j]>0) and [csri_1_1j]=""1""",,,,,,
csri_1_4k,csri,,text,acupuncturist,,,integer,,,,"([csri_1_2k]>0 or [csri_1_3k]>0 or [csri_1_5k]>0) and [csri_1_1k]=""1""",,,,,,
csri_1_4l,csri,,text,osteopath,,,integer,,,,"([csri_1_2l]>0 or [csri_1_3l]>0 or [csri_1_5l]>0) and [csri_1_1l]=""1""",,,,,,
csri_1_4m,csri,,text,homeopath/herbalist,,,integer,,,,"([csri_1_2m]>0 or [csri_1_3m]>0 or [csri_1_5m]>0) and [csri_1_1m]=""1""",,,,,,
csri_1_4n,csri,,text,"occupational therapist",,,integer,,,,"([csri_1_2n]>0 or [csri_1_3n]>0 or [csri_1_5n]>0) and [csri_1_1n]=""1""",,,,,,
csri_1_4o,csri,,text,"other care providers",,,integer,,,,"([csri_1_2o]>0 or [csri_1_3o]>0 or [csri_1_5o]>0) and [csri_1_1o]=""1""",,,,,,
csri_2,csri,"In the last 3 months",radio,"2. Have you been admitted as a hospital inpatient?","0,No|1,Yes",,,,,,,,,,,,
csri_2_inpat_adm_times,csri,,radio,"If yes, how many times?","0, 1 time | 1, 2 times | 2, 3 times | 3, 4 times | 4, more than 4 times",,,,,,"[csri_2] = '1'",,,,,,
csri_2_inpatient_stays,csri,,text,"If more than 4 times, how many times?",,,number,4,100,,"[csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_1st_1,csri,"3. If yes (first admission):",text,"What is the hospital name, department and ward type?",,,,,,,"[csri_2_inpat_adm_times] = '0' or [csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_1st_2,csri,,text,"What was the reason for admission?",,,,,,,"[csri_2_inpat_adm_times] = '0' or [csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_1st_3,csri,,text,"What was the admission start date?",,,date_dmy,,,,"[csri_2_inpat_adm_times] = '0' or [csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_1st_4,csri,,text,"What was the admission end date?",,,date_dmy,,,,"[csri_2_inpat_adm_times] = '0' or [csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_1st_5,csri,,text,"How many days were you admitted?",,,integer,,,,"[csri_2_inpat_adm_times] = '0' or [csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_2nd_1,csri,"3. If yes (second admission):",text,"What is the hospital name, department and ward type?",,,,,,,"[csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_2nd_2,csri,,text,"What was the reason for admission?",,,,,,,"[csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_2nd_3,csri,,text,"What was the admission start date?",,,date_dmy,,,,"[csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_2nd_4,csri,,text,"What was the admission end date?",,,date_dmy,,,,"[csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_2nd_5,csri,,text,"How many days were you admitted?",,,integer,,,,"[csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_3rd_1,csri,"3. If yes (third admission):",text,"What is the hospital name, department and ward type?",,,,,,,"[csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_3rd_2,csri,,text,"What was the reason for admission?",,,,,,,"[csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_3rd_3,csri,,text,"What was the admission start date?",,,date_dmy,,,,"[csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_3rd_4,csri,,text,"What was the admission end date?",,,date_dmy,,,,"[csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_3rd_5,csri,,text,"How many days were you admitted?",,,integer,,,,"[csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_4th_1,csri,"3. If yes (fourth admission):",text,"What is the hospital name, department and ward type?",,,,,,,"[csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_4th_2,csri,,text,"What was the reason for admission?",,,,,,,"[csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_4th_3,csri,,text,"What was the admission start date?",,,date_dmy,,,,"[csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_4th_4,csri,,text,"What was the admission end date?",,,date_dmy,,,,"[csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_4th_5,csri,,text,"How many days were you admitted?",,,integer,,,,"[csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_4,csri,"4. In the last 3 months",text,"How many times have you attended the Accident and Emergency department (A&E)?",,,integer,,,,,,,,,,
csri_5_1_1,csri,"5. In the last 6 months, have you received help from friends or relatives on any of the following tasks, as a consequence of health problems?",radio,childcare,"0,No|1,Yes",,,,,,,,,,,,
csri_5_1_2,csri,,radio,"personal care (e.g. washing, dressing)","0,No|1,Yes",,,,,,,,,,,,
csri_5_1_3,csri,,radio,"help in/around the house (e.g. cooking, cleaning etc.)","0,No|1,Yes",,,,,,,,,,,,
csri_5_1_4,csri,,radio,"help outside the home (e.g. shopping, transport","0,No|1,Yes",,,,,,,,,,,,
csri_5_1_5,csri,,radio,"Other help","0,No|1,Yes",,,,,,,,,,,,
csri_5_1_5a,csri,"If ""Other help""",text,"Please specify",,,,,,,"[csri_5_1_5]=""1""",,,,,,
csri_5_2_1,csri,"5. If in the last 6 months, you have received help from friends or relatives, as a consequence of health problems, what was the average number of hours per week on",text,childcare,,,integer,,,,,,,,,,
csri_5_2_2,csri,,text,"personal care (e.g. washing, dressing)",,,integer,,,,,,,,,,
csri_5_2_3,csri,,text,"help in/around the house (e.g. cooking, cleaning etc.)",,,integer,,,,,,,,,,
csri_5_2_4,csri,,text,"help outside the home (e.g. shopping, transport)",,,integer,,,,,,,,,,
csri_5_2_5,csri,,text,"Other help",,,integer,,,,,,,,,,
csri_6_num_med,csri,"6. Please list the use of any medications taken over the last 3 months.",dropdown,"In the last 3 months, how many medications have you regularly taken?","0, None | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, More than 6",,,,,,,,,,,,
csri_6_1_1,csri,"Medication 1",text,"Medication 1: What is the name of the medication?",,,,,,,"[csri_6_num_med] = '1' or [csri_6_num_med] = '2' or [csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_1_2,csri,,text,"Medication 1: What is the dosage (if known) of the medication taken?",,,,,,,"[csri_6_num_med] = '1' or [csri_6_num_med] = '2' or [csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_1_3,csri,,text,"Medication 1: What is the dose frequency of the medication taken? (e.g. daily)",,,,,,,"[csri_6_num_med] = '1' or [csri_6_num_med] = '2' or [csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_1_4,csri,,text,"Medication 1:  For how long have you taken this medication?",,,,,,,"[csri_6_num_med] = '1' or [csri_6_num_med] = '2' or [csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_2_1,csri,"Medication 2",text,"Medication 2: What medication have you taken?",,,,,,,"[csri_6_num_med] = '2' or [csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_2_2,csri,,text,"Medication 2: What is the dosage (if known) of the medication taken?",,,,,,,"[csri_6_num_med] = '2' or [csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_2_3,csri,,text,"Medication 2: What is the dose frequency of the medication taken? (e.g. daily)",,,,,,,"[csri_6_num_med] = '2' or [csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_2_4,csri,,text,"Medication 2: For how long have you taken this medication?",,,,,,,"[csri_6_num_med] = '2' or [csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_3_1,csri,"Medication 3",text,"Medication 3: What medication have you taken?",,,,,,,"[csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_3_2,csri,,text,"Medication 3: What is the dosage (if known) of the medication taken?",,,,,,,"[csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_3_3,csri,,text,"Medication 3: What is the dose frequency of the medication taken? (e.g. daily)",,,,,,,"[csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_3_4,csri,,text,"Medication 3:  For how long have you taken this medication?",,,,,,,"[csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_4_1,csri,"Medication 4",text,"Medication 4: What medication have you taken?",,,,,,,"[csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_4_2,csri,,text,"Medication 4: What is the dosage (if known) of the medication taken?",,,,,,,"[csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_4_3,csri,,text,"Medication 4: What is the dose frequency of the medication taken? (e.g. daily)",,,,,,,"[csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_4_4,csri,,text,"Medication 4: For how long have you taken this medication?",,,,,,,"[csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_5_1,csri,"Medication 5",text,"Medication 5: What medication have you taken?",,,,,,,"[csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_5_2,csri,,text,"Medication 5: What is the dosage (if known) of the medication taken?",,,,,,,"[csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_5_3,csri,,text,"Medication 5: What is the dose frequency of the medication taken? (e.g. daily)",,,,,,,"[csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_5_4,csri,,text,"Medication 5: For how long have you taken this drug?",,,,,,,"[csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_6_1,csri,"Medication 6",text,"Medication 6: What medication have you taken?",,,,,,,"[csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_6_2,csri,,text,"Medication 6: What is the dosage (if known) of the medication taken?",,,,,,,"[csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_6_3,csri,,text,"Medication 6: What is the dose frequency of the medication taken? (e.g. daily)",,,,,,,"[csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_6_4,csri,,text,"Medication 6: For how long have you taken this drug?",,,,,,,"[csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_7,csri,"7. Current employment status",radio,"What is your current employment status?","0,Employed full-time and working|1,Employed full-time but 'off-sick'|2,Employed part-time|3,Employed part-time but 'off-sick'|4,Unemployed|5,Self employed and working|6,Self-employed but 'off-sick'|7,Retired (because of age)|8,Retired (because of ill health)|9,Student|10,Student but interrupted due to illness|11,Housewife/husband|12,Other",,,,,,,,,,,,
csri_7a,csri,,text,"If your current employment status is ""Other"", please specify",,,,,,,"[csri_7]=""12""",,,,,,
csri_8,csri,"How many days (if any) have you had off work in the last 3 months because of",text,"8. Any physical health problems?",,,integer,,,,,,,,,,
csri_9,csri,,text,"9. Any mental health problems?",,,integer,,,,,,,,,,
lte_1,lte_sr,"Since your last assessment, have any of the following happened:",radio,"You yourself suffered a serious illness, injury or an assault.","0,No|1,Yes",,,,,,,,,,lte,,
lte_2,lte_sr,,radio,"A serious illness, injury or assault happened to a close relative.","0,No|1,Yes",,,,,,,,,,lte,,
lte_3,lte_sr,,radio,"Your parent, child or partner died.","0,No|1,Yes",,,,,,,,,,lte,,
lte_4,lte_sr,,radio,"A close family friend or another relative (aunt, cousin, grandparent) died.","0,No|1,Yes",,,,,,,,,,lte,,
lte_5,lte_sr,,radio,"You had a separation due to marital/civil partnership difficulties.","0,No|1,Yes",,,,,,,,,,lte,,
lte_6,lte_sr,,radio,"You broke off a steady relationship.","0,No|1,Yes",,,,,,,,,,lte,,
lte_7,lte_sr,,radio,"You had a serious problem with a close friend, neighbour or relative.","0,No|1,Yes",,,,,,,,,,lte,,
lte_8,lte_sr,,radio,"You became unemployed or you were seeking work unsuccessfully for more than one month.","0,No|1,Yes",,,,,,,,,,lte,,
lte_9,lte_sr,,radio,"You were sacked from your job.","0,No|1,Yes",,,,,,,,,,lte,,
lte_10,lte_sr,,radio,"You had a major financial crisis.","0,No|1,Yes",,,,,,,,,,lte,,
lte_11,lte_sr,,radio,"You had problems with the police and a court appearance.","0,No|1,Yes",,,,,,,,,,lte,,
lte_12,lte_sr,,radio,"Something you valued was lost or stolen: at least one such event in the past 3 months.","0,No|1,Yes",,,,,,,,,,lte,,
lte_13,lte_sr,,radio,"Something you valued was lost or stolen: at least one such event in the past 6 months.","0,No|1,Yes",,,,,,,,,,lte,,
fss_1,fatigue_severity_scale,"During the past week, I have found that:",radio,"1. My motivation is lower when I am fatigued","1,Strongly Disagree 1|2,2|3,3|4,4|5,5|6,6|7,7 Strongly Agree",,,,,,,,RH,,,,
fss_2,fatigue_severity_scale,,radio,"2. Exercise brings on my fatigue","1,Strongly Disagree 1|2,2|3,3|4,4|5,5|6,6|7,7 Strongly Agree",,,,,,,,RH,,,,
fss_3,fatigue_severity_scale,,radio,"3. I am easily fatigued","1,Strongly Disagree 1|2,2|3,3|4,4|5,5|6,6|7,7 Strongly Agree",,,,,,,,RH,,,,
fss_4,fatigue_severity_scale,,radio,"4. Fatigue interferes with my physical functioning","1,Strongly Disagree 1|2,2|3,3|4,4|5,5|6,6|7,7 Strongly Agree",,,,,,,,RH,,,,
fss_5,fatigue_severity_scale,,radio,"5. Fatigue causes frequent problems for me","1,Strongly Disagree 1|2,2|3,3|4,4|5,5|6,6|7,7 Strongly Agree",,,,,,,,RH,,,,
fss_6,fatigue_severity_scale,,radio,"6. My fatigue prevents sustained physical functioning","1,Strongly Disagree 1|2,2|3,3|4,4|5,5|6,6|7,7 Strongly Agree",,,,,,,,RH,,,,
fss_7,fatigue_severity_scale,,radio,"7. Fatigue interferes with carrying out certain duties and responsibilities","1,Strongly Disagree 1|2,2|3,3|4,4|5,5|6,6|7,7 Strongly Agree",,,,,,,,RH,,,,
fss_8,fatigue_severity_scale,,radio,"8. Fatigue is among my three most disabling symptoms","1,Strongly Disagree 1|2,2|3,3|4,4|5,5|6,6|7,7 Strongly Agree",,,,,,,,RH,,,,
fss_9,fatigue_severity_scale,,radio,"9. Fatigue interferes with my work, family, or social life","1,Strongly Disagree 1|2,2|3,3|4,4|5,5|6,6|7,7 Strongly Agree",,,,,,,,RH,,,,
bdi_sadness,beck_depression_inventory_v2,,radio,"1. Sadness","0,I do not feel sad|1,I feel sad much of the time|2,I am sad all the time|3,I am so sad or unhappy that I cannot stand it",,,,,,,,,,,,
bdi_pessimism,beck_depression_inventory_v2,,radio,"2. Pessimism","0,I am not discouraged about my future|1,I feel more discouraged about my future than I used to be|2,I do not expect things to work out for me|3,I feel my future is hopeless and will only get worse",,,,,,,,,,,,
bdi_past_failure,beck_depression_inventory_v2,,radio,"3. Past Failure","0,I do not feel like a failure|1,I have failed more than I should have|2,As I look back, I see a lot of failures|3,I feel I am a total failure as a person",,,,,,,,,,,,
bdi_loss_pleasure,beck_depression_inventory_v2,,radio,"4. Loss of Pleasure","0,I get as much pleasure as I ever did from the things I enjoy|1,I do not enjoy things as much as I used to|2,I get very litte pleasure from the things I used to enjoy|3,I cannot get any pleasure from the things I used to enjoy",,,,,,,,,,,,
bdi_guilt,beck_depression_inventory_v2,,radio,"5. Guilty Feelings","0,I do not feel particularly guilty|1,I feel guilty over many things I have done or should have done|2,I feel quite guilty most of the time|3,I feel guilty all of the time",,,,,,,,,,,,
bdi_punishment,beck_depression_inventory_v2,,radio,"6. Punishment Feelings","0,I do not feel I am being punished|1,I feel I may be punished|2,I expect to be punished|3,I feel I am being punished",,,,,,,,,,,,
bdi_selfdislike,beck_depression_inventory_v2,,radio,"7. Self-Dislike","0,I feel the same about myself a ever|1,I have lost confidence in myself|2,I am disappointed in myself|3,I dislike myself",,,,,,,,,,,,
bdi_selfcriticalness,beck_depression_inventory_v2,,radio,"8. Self-Criticalness","0,I do not criticize or blame myself more than usual|1,I am more critical of myself than I used to be|2,I criticize myself for all of my faults|3,I blame myself for everything bad that happens",,,,,,,,,,,,
bdi_suicidal,beck_depression_inventory_v2,,radio,"9. Suicidal Thoughts or Wishes","0,I do not have any thoughts of killing myself|1,I have thoughts of killing myself, but I would not carry them out|2,I would like to kill myself|3,I would kill myself if I had the chance",,,,,,,,,,,,
bdi_crying,beck_depression_inventory_v2,,radio,"10. Crying","0,I do not cry anymore than I used to|1,I cry more than I used to|2,I cry over every little thing|3,I feel like crying, but I cannot",,,,,,,,,,,,
bdi_agitation,beck_depression_inventory_v2,,radio,"11. Agitation","0, I am no more restless or wound up than usual | 1, I feel more restless or wound up than usual | 2, I am so restless or agitated that it's hard to stay still | 3, I am so restless or agitated that I have to keep moving or doing something",,,,,,,,,,,,
bdi_lostofinterest,beck_depression_inventory_v2,,radio,"12. Loss of Interest","0, I have not lost interest in other people or activities | 1, I am less interested in other people or things than before | 2, I have lost most of my interest in other people or things | 3, It's hard to get interested in anything",,,,,,,,,,,,
bdi_indecisiveness,beck_depression_inventory_v2,,radio,"13. Indecisiveness","0, I make decisions about as well as ever | 1, I find it more difficult to make decisions tha usual | 2, I have much greater difficulty in making decisions than I used to | 3, I have trouble making any decisions",,,,,,,,,,,,
bdi_worthlessness,beck_depression_inventory_v2,,radio,"14. Worthlessness","0, I do not feel I am worthless | 1, I don't consider myself as worthwhile and useful as I used to | 2, I feel more worthless as compared to other people | 3, I feel utterly worthless",,,,,,,,,,,,
bdi_lossenergy,beck_depression_inventory_v2,,radio,"15. Loss of Energy","0, I have as much energy as ever | 1, I have less energy than I used to have | 2, I don't have enough energy to do very much | 3, I don't have enough energy to do anyhting",,,,,,,,,,,,
bdi_changessleeppattern,beck_depression_inventory_v2,,radio,"16. Changes in Sleeping Pattern","0, 0. I have not experienced any change in sleeping pattern | 1, 1a. I sleep somewhat more than usual | 2, 1b. I sleep somewhat less than usual | 3, 2a. I sleep a lot more than usual | 4, 2b. I sleep a lot less than usual | 5, 3a. I sleep most of the day | 6, 3b. I wake up 1-2 hours early and can't get back to sleep",,,,,,,,,,,,
