"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
bipq_4,bipq,,radio,"How much do you think your treatment can help your depression?","0, 0 Not at all | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 Extremely helpful",,,,,,,,,,,,
bipq_5,bipq,,radio,"How much do you experience symptoms from your depression?","0, 0 No symptoms at all | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 Many severe symptoms",,,,,,,,,,,,
bipq_6,bipq,,radio,"How concerned are you about your depression?","0, 0 Not at all concerned | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 Extremely concerned",,,,,,,,,,,,
bipq_7,bipq,,radio,"How well do you feel you understand your depression?","0, 0 Do not understand it at all | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 Understand very clearly",,,,,,,,,,,,
bipq_8,bipq,,radio,"How much does your depression affect you emotionally? (e.g. does it make you angry, scared, upset or depressed?","0, 0 Not at all affected emotionally | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 Extremely affected emotionally",,,,,,,,,,,,
csri_1,csri,,checkbox,"In the last 3 months, have you used the service of a:","0, General Practioner (GP) | 1, Neurologist | 2, Psychiatrist | 3, Another doctor | 4, Practice nurse | 5, Pharmacist | 6, Psychologist/therapist | 7, Physiotherapist | 8, Social worker | 9, Community mental health worker | 10, Acupuncturist | 11, Osteopath | 12, Homeopath/herbalist | 13, Occupational therapist | 14, Other | 15, None",,,,,,,,,,,,
csri_1_1d2,csri,,text,"Please specify the service of another doctor",,,,,,,"[csri_1(3)] = '1'",,,,,,
csri_1_1o2,csri,,text,"Please specify the service of other care givers",,,,,,,"[csri_1(14)] = '1'",,,,,,
csri_1_2a,csri,"What are the number of depression related contacts in last 6 months, you had with (a):",text,"general practitioner (GP)",,,integer,,,,"[csri_1(0)] = '1'",,,,,,
csri_1_2b,csri,,text,neurologist,,,integer,,,,"[csri_1(1)] = '1'",,,,,,
csri_1_2c,csri,,text,psychiatrist,,,integer,,,,"[csri_1(2)] = '1'",,,,,,
csri_1_2d,csri,,text,"another doctor",,,integer,,,,"[csri_1(3)] = '1'",,,,,,
csri_1_2e,csri,,text,"practice nurse",,,integer,,,,"[csri_1(4)] = '1'",,,,,,
csri_1_2f,csri,,text,pharmacist,,,integer,,,,"[csri_1(4)] = '1'",,,,,,
csri_1_2g,csri,,text,psychologist/therapist,,,integer,,,,"[csri_1(6)] = '1'",,,,,,
csri_1_2h,csri,,text,physiotherapist,,,integer,,,,"[csri_1(7)] = '1'",,,,,,
csri_1_2i,csri,,text,"social worker",,,integer,,,,"[csri_1(8)] = '1'",,,,,,
csri_1_2j,csri,,text,"community mental health worker",,,integer,,,,"[csri_1(9)] = '1'",,,,,,
csri_1_2k,csri,,text,acupuncturist,,,integer,,,,"[csri_1(10)] = '1'",,,,,,
csri_1_2l,csri,,text,osteopath,,,integer,,,,"[csri_1(11)] = '1'",,,,,,
csri_1_2m,csri,,text,homeopath/herbalist,,,integer,,,,"[csri_1(12)] = '1'",,,,,,
csri_1_2n,csri,,text,"occupational therapist",,,integer,,,,"[csri_1(13)] = '1'",,,,,,
csri_1_2o,csri,,text,"other care providers.",,,integer,,,,"[csri_1(14)] = '1'",,,,,,
csri_1_3a,csri,"What are the number of non-depression related contacts in last 6 months, you had with (a):",text,"general practitioner (GP)",,,integer,,,,"([csri_1_2a]=0 or [csri_1_2a]="""") and [csri_1(0)]=""1""",,,,,,
csri_1_3b,csri,,text,neurologist,,,integer,,,,"([csri_1_2b]=0 or [csri_1_2b]="""") and [csri_1(1)]=""1""",,,,,,
csri_1_3c,csri,,text,psychiatrist,,,integer,,,,"([csri_1_2c]=0 or [csri_1_2c]="""") and [csri_1(2)]=""1""",,,,,,
csri_1_3d,csri,,text,"another doctor",,,integer,,,,"([csri_1_2d]=0 or [csri_1_2d]="""") and [csri_1(3)]=""1""",,,,,,
csri_1_3e,csri,,text,"practice nurse",,,integer,,,,"([csri_1_2e]=0 or [csri_1_2e]="""") and [csri_1(4)]=""1""",,,,,,
csri_1_3f,csri,,text,pharmacist,,,integer,,,,"([csri_1_2f]=0 or [csri_1_2f]="""") and [csri_1(5)]=""1""",,,,,,
csri_1_3g,csri,,text,psychologist/therapist,,,integer,,,,"([csri_1_2g]=0 or [csri_1_2g]="""") and [csri_1(6)]=""1""",,,,,,
csri_1_3h,csri,,text,physiotherapist,,,integer,,,,"([csri_1_2h]=0 or [csri_1_2h]="""") and [csri_1(7)]=""1""",,,,,,
csri_1_3i,csri,,text,"social worker",,,integer,,,,"([csri_1_2i]=0 or [csri_1_2i]="""") and [csri_1(8)]=""1""",,,,,,
csri_1_3j,csri,,text,"community mental health worker",,,integer,,,,"([csri_1_2j]=0 or [csri_1_2j]="""") and [csri_1(9)]=""1""",,,,,,
csri_1_3k,csri,,text,acupuncturist,,,integer,,,,"([csri_1_2k]=0 or [csri_1_2k]="""") and [csri_1(10)]=""1""",,,,,,
csri_1_3l,csri,,text,osteopath,,,integer,,,,"([csri_1_2l]=0 or [csri_1_2l]="""") and [csri_1(11)]=""1""",,,,,,
csri_1_3m,csri,,text,homeopath/herbalist,,,integer,,,,"([csri_1_2m]=0 or [csri_1_2m]="""") and [csri_1(12)]=""1""",,,,,,
csri_1_3n,csri,,text,"occupational therapist",,,integer,,,,"([csri_1_2n]=0 or [csri_1_2n]="""") and [csri_1(13)]=""1""",,,,,,
csri_1_3o,csri,,text,"other care providers.",,,integer,,,,"([csri_1_2o]=0 or [csri_1_2o]="""") and [csri_1(14)]=""1""",,,,,,
csri_1_4a,csri,"What was the average length of your contact (in minutes) with (a):",text,"general practitioner (GP)",,,integer,,,,"([csri_1_2a]>0 or [csri_1_3a]>0) and [csri_1(0)]=""1""",,,,,,
csri_1_4b,csri,,text,neurologist,,,integer,,,,"([csri_1_2b]>0 or [csri_1_3b]>0) and  [csri_1(1)]=""1""",,,,,,
csri_1_4c,csri,,text,psychiatrist,,,integer,,,,"([csri_1_2c]>0 or [csri_1_3c]>0) and  [csri_1(2)]=""1""",,,,,,
csri_1_4d,csri,,text,"another doctor",,,integer,,,,"([csri_1_2d]>0 or [csri_1_3d]>0) and  [csri_1(3)]=""1""",,,,,,
csri_1_4e,csri,,text,"practice nurse",,,integer,,,,"([csri_1_2e]>0 or [csri_1_3e]>0) and  [csri_1(4)]=""1""",,,,,,
csri_1_4f,csri,,text,pharmacist,,,integer,,,,"([csri_1_2f]>0 or [csri_1_3f]>0) and  [csri_1(5)]=""1""",,,,,,
csri_1_4g,csri,,text,psychologist/therapist,,,integer,,,,"([csri_1_2g]>0 or [csri_1_3g]>0) and  [csri_1(6)]=""1""",,,,,,
csri_1_4h,csri,,text,physiotherapist,,,integer,,,,"([csri_1_2h]>0 or [csri_1_3h]>0) and  [csri_1(7)]=""1""",,,,,,
csri_1_4i,csri,,text,"social worker",,,integer,,,,"([csri_1_2i]>0 or [csri_1_3i]>0) and  [csri_1(8)]=""1""",,,,,,
csri_1_4j,csri,,text,"community mental health worker",,,integer,,,,"([csri_1_2j]>0 or [csri_1_3j]>0) and [csri_1(9)]=""1""",,,,,,
csri_1_4k,csri,,text,acupuncturist,,,integer,,,,"([csri_1_2k]>0 or [csri_1_3k]>0) and  [csri_1(10)]=""1""",,,,,,
csri_1_4l,csri,,text,osteopath,,,integer,,,,"([csri_1_2l]>0 or [csri_1_3l]>0) and  [csri_1(11)]=""1""",,,,,,
csri_1_4m,csri,,text,homeopath/herbalist,,,integer,,,,"([csri_1_2m]>0 or [csri_1_3m]>0) and  [csri_1(12)]=""1""",,,,,,
csri_1_4n,csri,,text,"occupational therapist",,,integer,,,,"([csri_1_2n]>0 or [csri_1_3n]>0) and  [csri_1(13)]=""1""",,,,,,
csri_1_4o,csri,,text,"other care providers",,,integer,,,,"([csri_1_2o]>0 or [csri_1_3o]>0) and  [csri_1(14)]=""1""",,,,,,
csri_2,csri,"In the last 3 months",radio,"Have you been admitted as a hospital inpatient?","0, No | 1, Yes",,,,,,,,,,,,
csri_2_inpat_adm_times,csri,,radio,"If yes, how many times?","0, 1 time | 1, 2 times | 2, 3 times | 3, 4 times | 4, more than 4 times",,,,,,"[csri_2] = '1'",,,,,,
csri_2_inpatient_stays,csri,,text,"If more than 4 times, how many times?",,,number,4,100,,"[csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_1st_1,csri,"If yes (first admission):",text,"What is the hospital name, department and ward type?",,,,,,,"[csri_2_inpat_adm_times] = '0' or [csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_1st_2,csri,,text,"What was the reason for admission?",,,,,,,"[csri_2_inpat_adm_times] = '0' or [csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_1st_3,csri,,text,"What was the admission start date?",,,date_dmy,,,,"[csri_2_inpat_adm_times] = '0' or [csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_1st_4,csri,,text,"What was the admission end date?",,,date_dmy,,,,"[csri_2_inpat_adm_times] = '0' or [csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_1st_5,csri,,text,"How many days were you admitted?",,,integer,,,,"[csri_2_inpat_adm_times] = '0' or [csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_2nd_1,csri,"If yes (second admission):",text,"What is the hospital name, department and ward type?",,,,,,,"[csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_2nd_2,csri,,text,"What was the reason for admission?",,,,,,,"[csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_2nd_3,csri,,text,"What was the admission start date?",,,date_dmy,,,,"[csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_2nd_4,csri,,text,"What was the admission end date?",,,date_dmy,,,,"[csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_2nd_5,csri,,text,"How many days were you admitted?",,,integer,,,,"[csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_3rd_1,csri,"If yes (third admission):",text,"What is the hospital name, department and ward type?",,,,,,,"[csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_3rd_2,csri,,text,"What was the reason for admission?",,,,,,,"[csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_3rd_3,csri,,text,"What was the admission start date?",,,date_dmy,,,,"[csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_3rd_4,csri,,text,"What was the admission end date?",,,date_dmy,,,,"[csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_3rd_5,csri,,text,"How many days were you admitted?",,,integer,,,,"[csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_4th_1,csri,"If yes (fourth admission):",text,"What is the hospital name, department and ward type?",,,,,,,"[csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_4th_2,csri,,text,"What was the reason for admission?",,,,,,,"[csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_4th_3,csri,,text,"What was the admission start date?",,,date_dmy,,,,"[csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_4th_4,csri,,text,"What was the admission end date?",,,date_dmy,,,,"[csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_4th_5,csri,,text,"How many days were you admitted?",,,integer,,,,"[csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_4,csri,"In the last 3 months",text,"How many times have you attended the Accident and Emergency department (A&E)?",,,integer,,,,,,,,,,
csri_5,csri,,checkbox,"Have you received help from friends or relative on any of the following tasks, as a consequence ofdepression?","0, Childcare | 1, Personal care (e.g. washing, dressing) | 2, Help in/around the house (e.g. cooking, cleaning) | 3, Help outside the home (e.g. shopping, transport) | 4, Other help | 5, None",,,,,,,,,,,,
csri_5_1_5a,csri,,text,"If ""other help"", please specify",,,,,,,"[csri_5(4)] = '1'",,,,,,
csri_5_2_1,csri,"If in the last 3 months, you have received help from friends or relatives, as a consequence of health problems, what was the average number of hours per week on",text,childcare,,,integer,,,,"[csri_5(0)] = '1'",,,,,,
csri_5_2_2,csri,,text,"personal care (e.g. washing, dressing)",,,integer,,,,"[csri_5(1)] = '1'",,,,,,
csri_5_2_3,csri,,text,"help in/around the house (e.g. cooking, cleaning etc.)",,,integer,,,,"[csri_5(2)] = '1'",,,,,,
csri_5_2_4,csri,,text,"help outside the home (e.g. shopping, transport)",,,integer,,,,"[csri_5(3)] = '1'",,,,,,
csri_5_2_5,csri,,text,"Other help",,,integer,,,,"[csri_5(4)] = '1'",,,,,,
csri_6_num_med,csri,"Please list the use of any medications taken over the last 3 months.",dropdown,"In the last 3 months, how many medications have you regularly taken?","0, None | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, More than 6",,,,,,,,,,,,
csri_6_1_1,csri,"Medication 1",text,"Medication 1: What is the name of the medication?",,,,,,,"[csri_6_num_med] = '1' or [csri_6_num_med] = '2' or [csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_1_2,csri,,text,"Medication 1: What is the dosage (if known) of the medication taken?",,,,,,,"[csri_6_num_med] = '1' or [csri_6_num_med] = '2' or [csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_1_3,csri,,text,"Medication 1: What is the dose frequency of the medication taken? (e.g. daily)",,,,,,,"[csri_6_num_med] = '1' or [csri_6_num_med] = '2' or [csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_1_4,csri,,text,"Medication 1:  For how long have you taken this medication?",,,,,,,"[csri_6_num_med] = '1' or [csri_6_num_med] = '2' or [csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_2_1,csri,"Medication 2",text,"Medication 2: What medication have you taken?",,,,,,,"[csri_6_num_med] = '2' or [csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_2_2,csri,,text,"Medication 2: What is the dosage (if known) of the medication taken?",,,,,,,"[csri_6_num_med] = '2' or [csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_2_3,csri,,text,"Medication 2: What is the dose frequency of the medication taken? (e.g. daily)",,,,,,,"[csri_6_num_med] = '2' or [csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_2_4,csri,,text,"Medication 2: For how long have you taken this medication?",,,,,,,"[csri_6_num_med] = '2' or [csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_3_1,csri,"Medication 3",text,"Medication 3: What medication have you taken?",,,,,,,"[csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_3_2,csri,,text,"Medication 3: What is the dosage (if known) of the medication taken?",,,,,,,"[csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_3_3,csri,,text,"Medication 3: What is the dose frequency of the medication taken? (e.g. daily)",,,,,,,"[csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_3_4,csri,,text,"Medication 3:  For how long have you taken this medication?",,,,,,,"[csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_4_1,csri,"Medication 4",text,"Medication 4: What medication have you taken?",,,,,,,"[csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_4_2,csri,,text,"Medication 4: What is the dosage (if known) of the medication taken?",,,,,,,"[csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_4_3,csri,,text,"Medication 4: What is the dose frequency of the medication taken? (e.g. daily)",,,,,,,"[csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_4_4,csri,,text,"Medication 4: For how long have you taken this medication?",,,,,,,"[csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_5_1,csri,"Medication 5",text,"Medication 5: What medication have you taken?",,,,,,,"[csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_5_2,csri,,text,"Medication 5: What is the dosage (if known) of the medication taken?",,,,,,,"[csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_5_3,csri,,text,"Medication 5: What is the dose frequency of the medication taken? (e.g. daily)",,,,,,,"[csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_5_4,csri,,text,"Medication 5: For how long have you taken this drug?",,,,,,,"[csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_6_1,csri,"Medication 6",text,"Medication 6: What medication have you taken?",,,,,,,"[csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_6_2,csri,,text,"Medication 6: What is the dosage (if known) of the medication taken?",,,,,,,"[csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_6_3,csri,,text,"Medication 6: What is the dose frequency of the medication taken? (e.g. daily)",,,,,,,"[csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_6_4,csri,,text,"Medication 6: For how long have you taken this drug?",,,,,,,"[csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_7,csri,"Current employment status",radio,"What is your current employment status?","0,Employed full-time and working|1,Employed full-time but 'off-sick'|2,Employed part-time|3,Employed part-time but 'off-sick'|4,Unemployed|5,Self employed and working|6,Self-employed but 'off-sick'|7,Retired (because of age)|8,Retired (because of ill health)|9,Student|10,Student but interrupted due to illness|11,Housewife/husband|12,Other",,,,,,,,,,,,
csri_7a,csri,,text,"If your current employment status is ""Other"", please specify",,,,,,,"[csri_7]=""12""",,,,,,
csri_8,csri,"How many days (if any) have you had off work in the last 3 months because of",text,"8. Any physical health problems?",,,integer,,,,,,,,,,
csri_9,csri,,text,"9. Any mental health problems?",,,integer,,,,,,,,,,
lte_1,lte_sr,"Since your last assessment, have any of the following happened:",radio,"You yourself suffered a serious illness, injury or an assault.","0,No|1,Yes",,,,,,,,,,lte,,
lte_2,lte_sr,,radio,"A serious illness, injury or assault happened to a close relative.","0,No|1,Yes",,,,,,,,,,lte,,
lte_3,lte_sr,,radio,"Your parent, child or partner died.","0,No|1,Yes",,,,,,,,,,lte,,
lte_4,lte_sr,,radio,"A close family friend or another relative (aunt, cousin, grandparent) died.","0,No|1,Yes",,,,,,,,,,lte,,
lte_5,lte_sr,,radio,"You had a separation due to marital/civil partnership difficulties.","0,No|1,Yes",,,,,,,,,,lte,,
lte_6,lte_sr,,radio,"You broke off a steady relationship.","0,No|1,Yes",,,,,,,,,,lte,,
lte_7,lte_sr,,radio,"You had a serious problem with a close friend, neighbour or relative.","0,No|1,Yes",,,,,,,,,,lte,,
lte_8,lte_sr,,radio,"You became unemployed or you were seeking work unsuccessfully for more than one month.","0,No|1,Yes",,,,,,,,,,lte,,
lte_9,lte_sr,,radio,"You were sacked from your job.","0,No|1,Yes",,,,,,,,,,lte,,
lte_10,lte_sr,,radio,"You had a major financial crisis.","0,No|1,Yes",,,,,,,,,,lte,,
lte_11,lte_sr,,radio,"You had problems with the police and a court appearance.","0,No|1,Yes",,,,,,,,,,lte,,
lte_12,lte_sr,,radio,"Something you valued was lost or stolen: at least one such event in the past 3 months.","0,No|1,Yes",,,,,,,,,,lte,,
lte_13,lte_sr,,radio,"Something you valued was lost or stolen: at least one such event in the past 6 months.","0,No|1,Yes",,,,,,,,,,lte,,
current_medication_dep,depression_medication_adherence,,radio,"Are you currently taking medication?","0, No | 1, Yes",,,,,,,,,,,,
depression_medication,depression_medication_adherence,,radio,"Are you currently taking medication for depression?","0, No | 1, Yes",,,,,,"[current_medication_dep] = '1'",,,,,,
dep_med_1,depression_medication_adherence,"People often do not take their medication for several reasons.",radio,"I forget to take my depression medication","1, Always | 2, Often | 3, Sometimes | 4, Rarely | 5, Never",,,,,,"[depression_medication] = '1'",,,,dep_med,,
dep_med_2,depression_medication_adherence,,radio,"I change the dosage of my depression medication","1, Always | 2, Often | 3, Sometimes | 4, Rarely | 5, Never",,,,,,"[depression_medication] = '1'",,,,dep_med,,
dep_med_3,depression_medication_adherence,,radio,"I stop taking my depression medication for a while","1, Always | 2, Often | 3, Sometimes | 4, Rarely | 5, Never",,,,,,"[depression_medication] = '1'",,,,dep_med,,
dep_med_4,depression_medication_adherence,,radio,"I decide to skip my depression medication dosages","1, Always | 2, Often | 3, Sometimes | 4, Rarely | 5, Never",,,,,,"[depression_medication] = '1'",,,,dep_med,,
dep_med_5,depression_medication_adherence,,radio,"I only use my depression medication when I experience symptoms","1, Always | 2, Often | 3, Sometimes | 4, Rarely | 5, Never",,,,,,"[depression_medication] = '1'",,,,dep_med,,
